time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-25T12:48:04.440Z,-30.4003,-177.1269,10,5,mb,,69,1.345,0.84,us,us2000ixg9,2019-01-31T22:24:22.040Z,"146km SSE of Raoul Island, New Zealand",earthquake,9.4,1.7,0.079,52,reviewed,us,us
2018-12-25T09:46:10.450Z,29.045,142.4294,10,5.4,mb,,47,1.954,0.58,us,us2000ixez,2019-01-31T22:03:19.040Z,"218km N of Chichi-shima, Japan",earthquake,7.2,1.8,0.033,327,reviewed,us,us
2018-12-25T07:18:23.240Z,1.1186,126.4533,35,5.4,mww,,30,0.976,0.65,us,us2000ixds,2019-02-27T07:49:06.848Z,"108km WNW of Kota Ternate, Indonesia",earthquake,6.1,1.9,0.062,25,reviewed,us,us
2018-12-25T00:10:30.660Z,34.0316,141.6199,10,5.3,mww,,36,1.763,0.92,us,us2000ixal,2019-02-28T23:01:16.040Z,"172km SE of Katsuura, Japan",earthquake,4.6,1.6,0.05,38,reviewed,us,us
2018-12-24T13:12:12.380Z,-34.6194,179.0808,155.66,5,mb,,161,3.003,0.99,us,us2000ix4a,2019-01-13T16:36:24.040Z,"South of the Kermadec Islands",earthquake,10.5,5.2,0.109,27,reviewed,us,us
2018-12-24T12:41:19.250Z,55.3439,164.5099,10,6.1,mww,,30,4.153,0.77,us,us2000ix3y,2019-03-01T18:57:09.090Z,"95km W of Nikol'skoye, Russia",earthquake,7,1.8,0.042,54,reviewed,us,us
2018-12-24T10:41:39.890Z,54.607,164.1742,10,5.3,mww,,67,3.638,0.8,us,us2000ix38,2019-02-28T15:05:36.594Z,"133km WSW of Nikol'skoye, Russia",earthquake,7.7,1.8,0.04,61,reviewed,us,us
2018-12-24T02:19:29.970Z,-21.4053,-68.2275,114.54,5,mwr,,39,1.021,0.85,us,us2000iwy7,2019-01-14T02:19:14.282Z,"138km NNE of Calama, Chile",earthquake,6.1,3.9,0.06,27,reviewed,us,us
2018-12-24T01:00:52.420Z,-20.1168,-175.2194,78.3,5,mb,,34,5.095,0.69,us,us2000iwxs,2019-01-14T00:11:11.040Z,"97km WSW of Pangai, Tonga",earthquake,10.2,2.7,0.073,60,reviewed,us,us
2018-12-24T00:43:11.310Z,34.0619,141.6226,9.22,5.5,mww,,31,1.78,0.69,us,us2000iwx0,2019-02-28T23:00:50.800Z,"169km SE of Katsuura, Japan",earthquake,6.5,3.3,0.071,19,reviewed,us,us
2018-12-24T00:18:07.020Z,34.0702,141.6992,13.04,5.6,mww,,26,1.839,0.82,us,us2000iwwp,2018-12-31T04:11:26.626Z,"174km SE of Katsuura, Japan",earthquake,5.7,3.1,0.069,20,reviewed,us,us
2018-12-23T23:08:43.440Z,-20.2855,-175.071,113,6.4,mww,,20,4.993,0.89,us,us2000iwvb,2019-02-23T20:22:45.040Z,"92km SW of Pangai, Tonga",earthquake,7.8,1.8,0.053,34,reviewed,us,us
2018-12-23T19:35:20.200Z,30.4684,86.7946,10,5,mb,,110,2.501,1.44,us,us2000j2xb,2019-02-23T20:23:35.040Z,"141km NNW of Ngamring, China",earthquake,7.6,2,0.133,18,reviewed,us,us
2018-12-23T19:32:22.060Z,30.4079,87.62,10,5.8,mww,,32,2.54,1.18,us,us2000iws8,2019-02-23T20:22:43.040Z,"113km WSW of Jiajuedibu, China",earthquake,2.6,1.7,0.061,26,reviewed,us,us
2018-12-23T14:03:56.870Z,-0.4765,99.732,98.03,5,mb,,157,1.531,0.81,us,us2000iwpp,2019-02-23T20:22:41.040Z,"23km WSW of Tiku, Indonesia",earthquake,4.3,6.5,0.07,66,reviewed,us,us
2018-12-23T10:09:20.800Z,-22.1028,169.2936,10,5.3,mb,,96,2.639,1.18,us,us2000iwml,2019-02-23T20:22:39.040Z,"158km ESE of Tadine, New Caledonia",earthquake,8.6,1.8,0.071,67,reviewed,us,us
2018-12-23T03:12:48.460Z,54.9329,164.687,10,5,mb,,128,4.045,1.04,us,us2000iwi6,2019-02-23T20:22:35.040Z,"88km WSW of Nikol'skoye, Russia",earthquake,8.3,1.9,0.039,212,reviewed,us,us
2018-12-22T14:25:01.180Z,-13.4,166.8151,42,6,mww,,33,2.069,1.11,us,us2000iwat,2019-02-23T20:22:28.040Z,"95km NW of Sola, Vanuatu",earthquake,7.1,1.9,0.043,53,reviewed,us,us
2018-12-22T13:34:22.430Z,55.215,164.6259,10,5.3,mb,,103,15.979,1.1,us,us2000iwag,2019-02-23T20:22:27.040Z,"87km W of Nikol'skoye, Russia",earthquake,11.8,1.9,0.044,173,reviewed,us,us
2018-12-22T13:29:46.980Z,55.1932,164.6288,10,5.6,mww,,80,4.135,1.24,us,us2000iwa7,2019-02-23T20:22:27.040Z,"86km W of Nikol'skoye, Russia",earthquake,8.1,1.8,0.052,36,reviewed,us,us
2018-12-22T05:37:38.870Z,-20.6428,32.8029,16,5.6,mww,,39,4.039,0.72,us,us2000iw7g,2019-02-23T20:22:23.040Z,"53km SSE of Chipinge, Zimbabwe",earthquake,6.2,1.4,0.05,38,reviewed,us,us
2018-12-21T23:12:04.590Z,-3.4779,152.0412,348.44,5,mww,,29,0.719,0.56,us,us2000iw51,2019-02-23T20:22:18.040Z,"48km WNW of Namatanai, Papua New Guinea",earthquake,6.4,4.1,0.089,12,reviewed,us,us
2018-12-21T22:24:34.050Z,-16.2254,167.8357,10,5,mb,,40,0.984,0.61,us,us2000iw48,2019-02-23T20:22:17.040Z,"46km ESE of Lakatoro, Vanuatu",earthquake,6.5,1.8,0.058,95,reviewed,us,us
2018-12-21T20:46:14.810Z,-58.0076,-25.3264,44.13,5.2,mb,,52,7.264,0.71,us,us2000iw2u,2019-02-23T20:22:14.040Z,"133km NNE of Bristol Island, South Sandwich Islands",earthquake,9.7,4.5,0.061,88,reviewed,us,us
2018-12-21T20:10:57.560Z,9.1049,-40.4903,10,5,mb,,121,21.006,0.81,us,us2000j21b,2019-02-23T20:23:21.040Z,"Central Mid-Atlantic Ridge",earthquake,13.3,1.9,0.069,70,reviewed,us,us
2018-12-21T18:19:36.100Z,55.2636,164.4617,18.06,5.5,mww,,67,4.088,0.65,us,us2000iw0e,2019-02-23T20:22:11.040Z,"97km W of Nikol'skoye, Russia",earthquake,7.6,3.1,0.05,39,reviewed,us,us
2018-12-21T16:24:16.970Z,54.784,164.8168,10,5,mww,,73,4.051,1.06,us,us2000ivzb,2019-02-23T20:22:10.040Z,"87km WSW of Nikol'skoye, Russia",earthquake,7.5,1.8,0.06,27,reviewed,us,us
2018-12-21T12:26:05.570Z,-5.4869,152.1074,23.71,5.3,mww,,63,1.288,0.75,us,us2000ivv1,2019-02-23T20:22:00.040Z,"126km S of Kokopo, Papua New Guinea",earthquake,7.3,3.8,0.057,30,reviewed,us,us
2018-12-21T10:43:55.420Z,-8.3086,116.7887,10,5.1,mww,,41,2.613,0.86,us,us2000ivuc,2019-02-23T20:21:59.040Z,"13km NE of Sambelia, Indonesia",earthquake,6.7,1.8,0.065,23,reviewed,us,us
2018-12-21T08:30:15.230Z,-5.3927,151.9909,10,5.7,mww,,45,1.206,0.64,us,us2000ivst,2019-02-23T20:21:59.040Z,"118km SSW of Kokopo, Papua New Guinea",earthquake,7,1.8,0.053,34,reviewed,us,us
2018-12-21T07:28:33.780Z,-5.6646,152.4307,10,5,mb,,157,1.487,1.06,us,us2000ivsa,2019-02-23T20:21:58.040Z,"146km S of Kokopo, Papua New Guinea",earthquake,4.9,1.9,0.09,39,reviewed,us,us
2018-12-21T06:33:52.260Z,-5.4764,151.9565,10,5.9,mww,,62,1.293,0.72,us,us2000ivs3,2019-02-23T20:21:57.040Z,"128km SSW of Kokopo, Papua New Guinea",earthquake,7.6,1.9,0.046,45,reviewed,us,us
2018-12-21T05:23:42.590Z,-5.5478,151.9887,16.12,5.3,mww,,33,1.358,0.57,us,us2000ivrb,2019-02-23T20:21:55.040Z,"135km SSW of Kokopo, Papua New Guinea",earthquake,6,4.1,0.058,29,reviewed,us,us
2018-12-21T01:59:10.070Z,15.017,-94.1927,35,5,mww,,79,1.162,1.33,us,us2000ivq8,2019-02-23T20:20:42.040Z,"117km SSW of Paredon, Mexico",earthquake,5.4,1.9,0.086,13,reviewed,us,us
2018-12-20T18:30:59.030Z,54.9095,164.647,10,5.1,mb,,72,4.014,0.78,us,us2000ivi9,2019-02-23T20:21:46.040Z,"91km WSW of Nikol'skoye, Russia",earthquake,9.2,1.8,0.037,243,reviewed,us,us
2018-12-20T17:35:10.360Z,54.8488,164.6917,10,5.6,mb,,30,4.011,0.95,us,us2000ivgx,2019-02-23T20:21:44.040Z,"91km WSW of Nikol'skoye, Russia",earthquake,7.9,1.7,0.031,366,reviewed,us,us
2018-12-20T17:19:29.770Z,55.1172,164.7666,10,5.6,mb,,88,4.169,1.07,us,us2000ivge,2019-02-23T20:21:44.040Z,"78km W of Nikol'skoye, Russia",earthquake,9.3,1.8,0.035,295,reviewed,us,us
2018-12-20T17:14:27.550Z,54.8051,164.5486,10,5.4,mb,,136,3.918,0.89,us,us2000j1rv,2019-02-23T20:23:02.040Z,"102km WSW of Nikol'skoye, Russia",earthquake,7.5,1.9,0.058,101,reviewed,us,us
2018-12-20T17:09:04.900Z,54.8999,164.7724,10,5.9,mb,,30,4.075,1.16,us,us2000j1rt,2019-02-23T20:23:02.040Z,"84km WSW of Nikol'skoye, Russia",earthquake,7.9,1.8,0.054,128,reviewed,us,us
2018-12-20T17:01:55.150Z,55.0999,164.6993,16.56,7.3,mww,,23,4.126,0.79,us,us2000ivfw,2019-02-23T20:21:43.040Z,"83km W of Nikol'skoye, Russia",earthquake,7.9,2.9,0.025,155,reviewed,us,us
2018-12-20T11:08:12.620Z,39.0994,74.7587,13.65,5,mww,,41,2.324,1.03,us,us2000ivaw,2019-02-23T20:21:40.040Z,"104km E of Karakul, Tajikistan",earthquake,6,2,0.073,18,reviewed,us,us
2018-12-20T08:52:55.070Z,-19.2859,-63.9461,10,5,mb,,31,4.271,1.09,us,us2000ivae,2019-02-23T20:21:39.040Z,"37km E of Padilla, Bolivia",earthquake,6.9,1.9,0.076,55,reviewed,us,us
2018-12-19T21:37:47.790Z,-6.0306,149.8654,31.68,5.8,mww,,13,2.929,1.11,us,us2000iv5f,2019-02-23T20:21:32.040Z,"40km ENE of Kandrian, Papua New Guinea",earthquake,6.3,2.2,0.058,29,reviewed,us,us
2018-12-19T11:25:09.500Z,-0.147,124.3753,65.83,5,mb,,43,1.833,0.75,us,us2000iv0l,2019-02-23T20:21:30.040Z,"73km SE of Molibagu, Indonesia",earthquake,7.1,7,0.056,101,reviewed,us,us
2018-12-19T03:38:37.940Z,30.5546,-41.8401,10,5.7,mww,,59,19.579,0.45,us,us2000iuyv,2019-02-23T20:21:28.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.2,1.8,0.048,41,reviewed,us,us
2018-12-19T01:37:40.500Z,-36.1378,-101.0723,10,6.3,mww,,25,11.408,1.16,us,us2000iuya,2019-02-23T20:21:27.040Z,"Southeast of Easter Island",earthquake,5.6,1.7,0.057,30,reviewed,us,us
2018-12-18T20:38:35.170Z,-25.5826,-177.4227,150.5,5.1,mww,,50,3.675,1,us,us2000iuw4,2019-02-23T20:21:23.040Z,"South of the Fiji Islands",earthquake,9.1,4.2,0.069,20,reviewed,us,us
2018-12-18T05:27:45.340Z,-16.2899,167.9026,10,5,mb,,62,5.453,1.29,us,us2000iun0,2019-02-23T20:21:16.040Z,"55km ESE of Lakatoro, Vanuatu",earthquake,11.9,1.7,0.113,25,reviewed,us,us
2018-12-18T01:15:44.070Z,23.1684,143.8736,10,5,mb,,108,4.199,0.81,us,us2000iulu,2019-02-23T20:21:14.040Z,"Volcano Islands, Japan region",earthquake,11.3,1.9,0.08,50,reviewed,us,us
2018-12-17T17:23:16.410Z,-5.7639,151.4144,28.25,5.2,mww,,52,1.731,1.09,us,us2000iugn,2019-02-23T20:21:09.040Z,"142km E of Kimbe, Papua New Guinea",earthquake,7.5,4.3,0.078,16,reviewed,us,us
2018-12-17T15:52:20.180Z,-21.8796,169.926,22.3,5.1,mww,,78,3.237,0.95,us,us2000iufu,2019-02-23T20:21:08.040Z,"214km E of Tadine, New Caledonia",earthquake,9.6,4.3,0.078,16,reviewed,us,us
2018-12-17T11:14:23.740Z,-5.0278,152.3413,59.15,5.3,mww,,30,0.849,0.9,us,us2000iuei,2019-02-23T20:21:08.040Z,"75km S of Kokopo, Papua New Guinea",earthquake,6.9,3.1,0.068,21,reviewed,us,us
2018-12-16T16:15:39.690Z,-16.3942,168.2844,10,5,mb,,103,5.611,0.87,us,us2000iu5f,2019-02-16T22:29:11.040Z,"97km ESE of Lakatoro, Vanuatu",earthquake,13.3,1.9,0.1,32,reviewed,us,us
2018-12-16T14:26:19.620Z,-23.3226,112.4979,10,5.8,mww,,43,1.737,0.76,us,us2000iu4a,2019-02-16T22:29:11.040Z,"206km NW of Carnarvon, Australia",earthquake,6,1.7,0.051,37,reviewed,us,us
2018-12-16T13:01:18.430Z,-6.2282,147.7143,46.64,5.1,mww,,23,3.203,0.73,us,us2000iu3z,2019-02-16T22:29:11.040Z,"44km NNW of Finschhafen, Papua New Guinea",earthquake,7.7,5.3,0.086,13,reviewed,us,us
2018-12-16T09:48:20.640Z,-16.3371,168.1512,9,5.5,mww,,54,5.569,0.78,us,us2000iu3c,2019-02-16T22:29:10.040Z,"82km ESE of Lakatoro, Vanuatu",earthquake,5.3,3.6,0.063,24,reviewed,us,us
2018-12-16T09:42:37.200Z,-3.9226,140.2323,61.97,6.1,mww,,14,7.364,0.93,us,us2000iu2u,2019-02-16T22:29:10.040Z,"147km SSW of Abepura, Indonesia",earthquake,3,3.8,0.045,48,reviewed,us,us
2018-12-16T07:44:03.970Z,-16.4252,168.1752,10,5.2,mb,,60,5.518,0.72,us,us2000iu2i,2019-02-16T22:29:10.040Z,"87km ESE of Lakatoro, Vanuatu",earthquake,8.9,1.8,0.05,134,reviewed,us,us
2018-12-16T04:46:09.860Z,28.2948,105.0128,18.6,5.3,mww,,24,4.384,0.99,us,us2000iu11,2019-02-16T22:29:10.040Z,"21km W of Zhongcheng, China",earthquake,5.1,3.2,0.055,32,reviewed,us,us
2018-12-16T02:43:43.880Z,-16.2907,168.1956,10,5.2,mb,,62,5.632,1.08,us,us2000iu00,2019-02-16T22:29:10.040Z,"85km ESE of Lakatoro, Vanuatu",earthquake,10.3,1.3,0.064,80,reviewed,us,us
2018-12-15T21:21:03.930Z,23.7656,122.001,19.28,5.1,mww,,54,0.55,0.79,us,us2000itxb,2019-02-16T22:29:10.040Z,"46km ESE of Hualian, Taiwan",earthquake,6,3.4,0.063,24,reviewed,us,us
2018-12-15T20:21:54.830Z,-16.416,168.2201,11.08,5.4,mww,,63,5.553,0.88,us,us2000itwu,2019-02-16T22:29:09.040Z,"92km ESE of Lakatoro, Vanuatu",earthquake,8.3,3.5,0.046,45,reviewed,us,us
2018-12-15T09:42:14.310Z,-30.4065,-177.4656,10,5.1,mb,,76,1.225,0.49,us,us2000ittn,2019-02-16T22:29:09.040Z,"133km SSE of Raoul Island, New Zealand",earthquake,6.2,1.8,0.107,28,reviewed,us,us
2018-12-15T08:29:00.480Z,-21.8676,168.879,10,5,mb,,93,2.269,1.04,us,us2000ittb,2019-02-16T22:29:09.040Z,"108km ESE of Tadine, New Caledonia",earthquake,8.7,1.9,0.087,42,reviewed,us,us
2018-12-14T19:27:26.640Z,-0.0399,122.9645,147.89,5.2,mww,,29,1.013,0.93,us,us2000itp1,2019-02-16T22:29:08.040Z,"54km SSW of Bilungala, Indonesia",earthquake,5.9,3.3,0.047,43,reviewed,us,us
2018-12-14T16:02:10.460Z,26.3113,140.7383,465.8,5.1,mww,,34,1.511,1.02,us,us2000itlf,2019-02-16T22:29:08.040Z,"170km WSW of Chichi-shima, Japan",earthquake,9.7,5.3,0.103,9,reviewed,us,us
2018-12-14T06:17:30.040Z,57.4109,-33.1558,10,5,mb,,51,7.315,0.51,us,us2000itht,2019-02-16T22:29:08.040Z,"Reykjanes Ridge",earthquake,8.7,1.8,0.048,140,reviewed,us,us
2018-12-13T15:32:54.250Z,29.7432,98.7762,26.49,5.1,mww,,19,6.652,0.74,us,us2000it8a,2019-02-16T22:29:07.040Z,"22km ENE of Gartog, China",earthquake,6.8,4,0.068,21,reviewed,us,us
2018-12-13T12:51:11.120Z,-21.9761,168.9562,21.04,5.2,mww,,67,1.535,1.09,us,us2000it7j,2019-02-16T22:29:07.040Z,"120km ESE of Tadine, New Caledonia",earthquake,8.4,4,0.073,18,reviewed,us,us
2018-12-13T02:33:04.770Z,-22.1352,169.0064,10,5.1,mb,,74,2.371,0.74,us,us2000it40,2019-02-16T22:29:06.040Z,"132km ESE of Tadine, New Caledonia",earthquake,7.7,1.8,0.081,49,reviewed,us,us
2018-12-12T23:53:43.140Z,-19.54,169.7085,10,5.1,mb,,85,3.958,0.77,us,us2000it31,2019-02-16T22:29:06.040Z,"46km E of Isangel, Vanuatu",earthquake,9.1,1.8,0.078,54,reviewed,us,us
2018-12-12T14:37:12.650Z,18.1439,146.014,111.92,5,mb,,80,4.66,0.79,us,us2000iswk,2019-02-16T22:29:06.040Z,"25km E of Pagan, Northern Mariana Islands",earthquake,10,7.6,0.072,61,reviewed,us,us
2018-12-12T13:13:56.180Z,-55.6687,-128.6641,10,6.3,mww,,106,30.107,1.02,us,us2000isw3,2019-02-16T22:29:06.040Z,"Pacific-Antarctic Ridge",earthquake,14,1.9,0.051,37,reviewed,us,us
2018-12-12T09:14:25.390Z,-55.8312,-30.107,13.09,5.3,mww,,98,3.983,0.85,us,us2000isqa,2019-02-16T22:29:05.040Z,"204km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.4,4.4,0.075,17,reviewed,us,us
2018-12-12T03:24:26.380Z,-20.1762,-174.0883,35,5.1,mb,,49,4.071,0.89,us,us2000isp1,2019-02-16T22:29:05.040Z,"49km SSE of Pangai, Tonga",earthquake,10.6,1.9,0.075,58,reviewed,us,us
2018-12-11T17:20:15.100Z,-1.5499,98.7547,26.98,5.2,mb,,135,2.948,0.88,us,us2000isjf,2019-02-16T22:29:05.040Z,"51km W of Muara Siberut, Indonesia",earthquake,5.3,4.5,0.063,83,reviewed,us,us
2018-12-11T11:23:24.150Z,-0.1177,124.482,46.4,5.1,mww,,32,1.941,0.88,us,us2000ishb,2019-02-16T22:29:04.040Z,"78km SE of Molibagu, Indonesia",earthquake,5.5,3.7,0.089,12,reviewed,us,us
2018-12-11T02:26:29.420Z,-58.5446,-26.3856,133,7.1,mww,,20,7.043,0.92,us,us2000isc8,2019-02-16T22:29:03.040Z,"54km N of Bristol Island, South Sandwich Islands",earthquake,9.8,1.9,0.029,113,reviewed,us,us
2018-12-11T00:26:43.760Z,43.7946,146.2874,112.44,5,mb,,83,2.687,0.68,us,us2000isb3,2019-02-16T22:29:03.040Z,"34km W of Shikotan, Russia",earthquake,7.1,6.3,0.023,581,reviewed,us,us
2018-12-10T08:48:25.910Z,-41.0811,43.5382,10,5.1,mb,,22,8.051,0.96,us,us1000i5jk,2019-02-16T22:29:02.040Z,"Prince Edward Islands region",earthquake,8.8,1.7,0.061,87,reviewed,us,us
2018-12-09T21:53:08.440Z,-22.0996,169.108,10,5.1,mb,,127,2.468,0.65,us,us2000itjv,2019-02-16T19:52:35.040Z,"140km ESE of Tadine, New Caledonia",earthquake,14.6,1.9,0.097,34,reviewed,us,us
2018-12-09T21:52:24.450Z,-20.7834,169.9695,131.82,5,mb,,76,3.526,0.47,us,us1000i5fj,2019-02-16T19:52:35.040Z,"155km SSE of Isangel, Vanuatu",earthquake,10.2,5.7,0.053,116,reviewed,us,us
2018-12-09T20:37:52.410Z,-21.9472,169.1069,10,5,mb,,90,2.474,1.37,us,us1000i5eu,2019-02-16T19:52:35.040Z,"133km ESE of Tadine, New Caledonia",earthquake,5,1.8,0.065,77,reviewed,us,us
2018-12-09T16:20:13.320Z,49.0257,-128.8745,10,5.4,mww,,163,1.686,1.05,us,us1000i5cf,2019-02-16T19:52:34.040Z,"213km SSW of Port Hardy, Canada",earthquake,7.7,1.9,0.04,59,reviewed,us,us
2018-12-09T15:15:40.220Z,23.9818,121.586,16.6,5.1,mb,,91,0.191,0.4,us,us1000i5c1,2019-02-16T19:52:34.040Z,"1km WNW of Hualian, Taiwan",earthquake,4.2,1.2,0.046,153,reviewed,us,us
2018-12-08T17:45:52.040Z,-3.5268,101.5194,42.13,5.2,mb,,64,1.655,1.05,us,us1000i53x,2019-02-16T19:52:32.040Z,"88km WNW of Bengkulu, Indonesia",earthquake,2.8,5.4,0.055,109,reviewed,us,us
2018-12-08T07:07:34.990Z,-21.9685,169.6326,36.14,5.1,mb,,97,2.96,1.16,us,us1000i4zn,2019-02-16T19:52:31.040Z,"186km ESE of Tadine, New Caledonia",earthquake,8.4,3.5,0.063,81,reviewed,us,us
2018-12-08T02:57:23.880Z,-22.0038,169.2975,10,5.1,mb,,101,2.648,1.33,us,us1000i4xb,2019-02-16T19:52:31.040Z,"154km ESE of Tadine, New Caledonia",earthquake,6.7,1.8,0.059,94,reviewed,us,us
2018-12-07T20:43:55.560Z,-22.007,169.1181,10,5,mb,,95,2.482,0.68,us,us1000i4i2,2019-02-16T19:52:30.040Z,"137km ESE of Tadine, New Caledonia",earthquake,7.5,1.8,0.078,55,reviewed,us,us
2018-12-07T11:14:47.800Z,-21.9476,170.1096,10,5,mb,,43,3.404,0.99,us,us1000i449,2019-02-16T19:52:29.040Z,"206km WNW of Ile Hunter, New Caledonia",earthquake,6,1.8,0.06,89,reviewed,us,us
2018-12-07T04:37:03.880Z,-16.589,-173.5438,19.93,5.3,mb,,46,3.163,1.43,us,us1000i3ya,2019-02-16T19:52:28.040Z,"74km SSE of Hihifo, Tonga",earthquake,4.2,3.5,0.03,387,reviewed,us,us
2018-12-07T04:26:28.870Z,-21.9137,169.032,10,5,mb,,94,2.407,1.06,us,us1000i3y2,2019-02-16T19:52:28.040Z,"125km ESE of Tadine, New Caledonia",earthquake,10.3,1.8,0.07,66,reviewed,us,us
2018-12-07T01:03:01.790Z,-21.9707,169.0883,10,5,mb,,111,2.455,0.86,us,us2000it9i,2019-02-16T19:52:28.040Z,"133km ESE of Tadine, New Caledonia",earthquake,12.2,1.9,0.086,45,reviewed,us,us
2018-12-06T23:26:59.560Z,-22.3519,169.6372,9,5.9,mww,,19,2.947,0.96,us,us1000i3ui,2019-02-16T19:52:28.040Z,"201km ESE of Tadine, New Caledonia",earthquake,7.3,1.7,0.044,50,reviewed,us,us
2018-12-06T18:44:22.730Z,-19.0297,169.4397,237.61,5.1,mb,,31,4.127,0.66,us,us1000i3nf,2019-02-16T19:52:27.040Z,"60km NNE of Isangel, Vanuatu",earthquake,10,5.2,0.031,330,reviewed,us,us
2018-12-06T18:07:29.900Z,-22.5901,169.8762,10,5,mb,,92,3.178,0.82,us,us1000i3n9,2019-02-16T19:52:27.040Z,"224km W of Ile Hunter, New Caledonia",earthquake,12.1,1.9,0.098,37,reviewed,us,us
2018-12-06T17:32:40.480Z,-22.9153,168.7907,10,5.1,mb,,110,2.242,0.94,us,us1000i3lz,2019-02-16T19:52:27.040Z,"137km ESE of Vao, New Caledonia",earthquake,9.7,1.8,0.084,60,reviewed,us,us
2018-12-06T14:13:43.420Z,6.6594,125.67,185.75,5.3,mww,,33,0.417,0.95,us,us1000i3i6,2019-02-16T19:52:27.040Z,"21km NNE of Tubalan, Philippines",earthquake,7.1,3.8,0.049,40,reviewed,us,us
2018-12-06T09:43:55.680Z,12.5956,-86.9794,159.77,5.1,mb,,131,0.121,0.95,us,us1000i3dq,2019-02-16T19:52:26.040Z,"5km ENE of Chichigalpa, Nicaragua",earthquake,8.1,6.4,0.027,440,reviewed,us,us
2018-12-06T06:07:30.080Z,-21.9176,168.9776,10,5.2,mww,,55,1.995,0.74,us,us1000i3bg,2019-02-16T19:52:26.040Z,"120km ESE of Tadine, New Caledonia",earthquake,4.5,1.8,0.069,20,reviewed,us,us
2018-12-06T04:17:24.520Z,-14.8986,-75.8223,10,5,mb,,102,3.059,0.83,us,us1000i399,2019-02-16T19:52:26.040Z,"78km WSW of Rio Grande, Peru",earthquake,7.8,1.8,0.034,273,reviewed,us,us
2018-12-06T04:02:27.430Z,-21.8106,169.0087,10,5,mb,,68,2.395,0.56,us,us1000i38p,2019-02-16T19:52:26.040Z,"119km ESE of Tadine, New Caledonia",earthquake,12.7,1.9,0.075,57,reviewed,us,us
2018-12-06T03:49:22.470Z,-16.2608,177.9611,10,5,mb,,113,1.478,0.67,us,us1000i38i,2019-02-16T19:52:25.040Z,"152km W of Lambasa, Fiji",earthquake,11,1.9,0.061,86,reviewed,us,us
2018-12-06T01:02:46.330Z,-8.3948,116.0135,12,5.5,mww,,15,1.843,0.93,us,us1000i36p,2019-02-16T19:52:25.040Z,"9km W of Karangsubagan, Indonesia",earthquake,6.2,1.7,0.054,33,reviewed,us,us
2018-12-05T23:45:35.890Z,-22.2285,169.3819,10,5,mb,,105,2.713,0.67,us,us1000i35c,2019-02-16T19:52:25.040Z,"172km ESE of Tadine, New Caledonia",earthquake,6.1,1.8,0.086,43,reviewed,us,us
2018-12-05T23:20:39.070Z,-21.8862,169.1018,10,5.1,mb,,94,2.474,1.07,us,us1000i350,2019-02-16T19:52:25.040Z,"131km ESE of Tadine, New Caledonia",earthquake,9.1,1.8,0.066,73,reviewed,us,us
2018-12-05T21:32:18.100Z,-21.9199,169.7976,10,5.4,mww,,30,3.116,0.88,us,us1000i32q,2019-02-16T19:52:25.040Z,"202km ESE of Tadine, New Caledonia",earthquake,7.8,1.8,0.066,22,reviewed,us,us
2018-12-05T20:01:27.180Z,-22.0032,169.1473,10,5,mb,,107,2.509,0.99,us,us1000i315,2019-02-16T19:52:24.040Z,"140km ESE of Tadine, New Caledonia",earthquake,11,1.8,0.075,56,reviewed,us,us
2018-12-05T17:12:13.700Z,-33.6578,-71.6324,34.75,5,mww,,59,0.015,1.14,us,us1000i2xc,2019-02-16T19:52:24.040Z,"7km S of San Antonio, Chile",earthquake,4.1,4.8,0.117,7,reviewed,us,us
2018-12-05T16:37:51.530Z,-21.7839,169.0176,10,5.1,mb,,127,2.406,0.89,us,us1000i2ww,2019-02-16T19:52:24.040Z,"120km ESE of Tadine, New Caledonia",earthquake,10.9,1.9,0.07,67,reviewed,us,us
2018-12-05T16:35:05.160Z,-22.3148,169.1712,10,5.2,mb,,69,2.516,1.17,us,us1000i2wi,2019-02-16T19:52:24.040Z,"157km ESE of Tadine, New Caledonia",earthquake,9,1.8,0.053,116,reviewed,us,us
2018-12-05T16:05:12.330Z,-12.7975,168.5378,618.29,5.1,mb,,27,9.066,0.95,us,us1000i2vp,2019-02-16T19:52:24.040Z,"160km NE of Sola, Vanuatu",earthquake,9.9,6.1,0.029,380,reviewed,us,us
2018-12-05T15:40:10.330Z,-21.7334,169.3008,10,5.4,mww,,96,2.674,0.73,us,us1000i2v1,2019-02-16T19:52:24.040Z,"148km E of Tadine, New Caledonia",earthquake,5.8,1.8,0.073,18,reviewed,us,us
2018-12-05T15:38:21.080Z,-22.0095,169.5794,10,5.1,mb,,56,2.909,0.86,us,us1000i2vx,2019-02-16T19:52:24.040Z,"182km ESE of Tadine, New Caledonia",earthquake,10.3,1.8,0.066,76,reviewed,us,us
2018-12-05T15:18:40.130Z,38.5543,70.5689,10,5,mb,,51,0.487,0.66,us,us1000i2tm,2019-02-16T19:52:24.040Z,"55km SSE of Gharm, Tajikistan",earthquake,4.5,1.4,0.07,65,reviewed,us,us
